교차로코드,교차로명칭,지번,X좌표,Y좌표
804,공덕초교,237-9도,195854.8177,549695.5334
805,마포경찰서,447-9도,196041.3407,550112.4886
806,서부지청,237-9도,195978.5188,549945.476
807,독막길입구,385-242대,195482.0976,549259.2399
808,사랑의전화,14-4도,196001.3036,549450.9446
809,공덕동주민센터,386-1학,196500.2031,550026.0298
810,용산청소년쉼터,6-1공,196835.7197,550385.8573
811,만리시장,37-9대,196726.3979,550269.7904
812,상공회의소,72-4도,197695.338,551142.4846
813,자하문터널북단,,196792.4071,555071.5591
814,하림각,190-1구,196698.3361,555361.5532
816,유원하나아파트,454대,195726.8643,555106.1147
817,홍은대교,9-685천,195272.0997,555330.7736
821,백련교,170-198천,194473.9983,553693.0439
822,신연중,312-139대,194811.1972,553822.8018
823,라이온스톤오피스텔,산66-15임,193737.7314,552520.4392
824,연남동하모니마트,413-21 도,193432.5128,551556.8164
825,동교로사거리,445-7도,192979.3958,550724.5148
826,청기와예식장,445-7도,192822.2794,550893.7082
818,홍제교,266-55도,195113.927,554695.236
819,문화촌성결교회,278-39대,195350.3212,554812.9169
820,홍은2동주민센터,산11-96임,194152.7612,553398.0756
827,을지로3가역,,199093.6918,551854.562
828,증산3교남단,352-10천,191750.2922,553378.0112
829,백련산힐스테이트310동,648도,193174.5347,554380.358
830,백련산힐스테이트204동,232-3 대,193185.2143,554569.6224
831,응암2동주민센터,197-78대,193201.1018,554969.4274
832,응암푸르지오(연등)1,194-17도,193309.3821,555286.5227
833,소년의집입구,83-42대,193522.4336,555568.7179
834,가좌전화국,359-2도,192423.0333,553809.274
835,북가좌삼호아파트,80-180대,192166.2301,553006.1126
836,DMC아이파크(연등),75-25대,192453.933,552856.1571
838,인우아파트,167-1 대,191870.1641,553647.7022
839,신사미성아파트,98-49 공,192006.0576,554525.4824
840,증산초교,203-2대,191643.9862,553645.8838
841,안디옥교회,35-23도,192353.1148,554537.9322
842,디지털미디어시티역,238도,191317.1456,553184.6213
843,수색디지털프라자,164-7대,190972.6867,553468.6593
844,수색서광빌딩,,190431.861,553835.4174
845,수색초교입구,산 21-1 임,190954.0448,553831.1962
846,상신중,356대,191731.2974,554559.7028
847,그랜드힐튼호텔(연등),202-6천,194410.1907,554378.8903
848,송림기사식당,84-2도,193185.2743,552640.3618
849,은평문화예술회관,104-29대,193570.011,555983.2119
850,정우베스트빌,351-10대,192433.4683,553564.5716
851,DMC두산위브아파트,3-86대,192599.6144,553386.7116
852,연가초교(연등),2-27 대,192686.0299,553308.6223
853,중심교회,126-4 도,193704.1236,556182.1555
854,승암교,4-4 임,196158.8894,555246.9584
855,응암초교,347-1도,192929.3794,554266.5258
856,교육연구정보원(연등)2,산1-2임,198298.7386,550584.9124
857,단암빌딩,17-23대,197880.3949,550997.9807
858,세브란스빌딩,520도,197729.2968,550791.5533
860,불천어린이공원,9-329대,195373.9512,555268.9186
861,홍은IC진입로,279-96 도,195430.2483,554984.7465
862,국민연금북부,183대,196773.9078,551289.7105
864,고은초교,173-16 대,195078.8721,553934.6605
865,평창힐스,85-2도,197529.3529,556429.3204
866,귀빈빌딩,,197703.5922,556630.7714
867,가나아트홀,66-19도,197865.3871,556719.1538
868,신영소방서,,196522.5473,556250.8746
863,평창치안센터,235-1천,197089.8546,556235.5075
869,독립문삼호아파트,101-3도,196377.5391,552426.8698
870,독립공원,,196081.1208,553008.7313
871,부암동주민센터(연등),,196862.7432,554808.4313
872,현대유플렉스,89-4도,194426.2099,550860.4075
873,경찰청정문,173-1도,197202.7984,551581.414
874,대흥주유소,337-2전,194669.3997,549539.3435
875,덕은교,,189630.2555,554609.0706
876,월드컵파크1단지,37-2도,190701.9184,552918.0418
878,난지천공원입구,478-13 잡,189481.5919,553103.5552
879,향동리입구,414-1 차,189802.2947,554419.0158
880,염리초교입구,150학,195385.2208,549318.4476
881,태성빌딩,365-1도,193039.6612,550142.5036
882,대흥동우편취급국,34-25대,195047.5211,549722.9582
883,홍대클럽거리,486 대,193198.8924,550136.4596
884,서강초교,72-1 학,193380.5355,549800.5061
885,연남코오롱아파트,369-21도,193032.2816,551522.7682
886,이조빌라,365-19도,192900.2729,551728.3857
887,신촌전화국,375 철,193198.6227,550942.1693
888,연남치안센터,567-43도,193267.9173,551167.8274
889,혜당한방병원(연등),392-10대,192474.5808,549905.325
890,혜당한방병원,395-170대,192619.7202,549870.0923
891,희성교회,458-12도,192411.0431,550834.6294
892,성미산약수터,103-16도,192419.4604,551451.8396
893,내고향풍천장어,478-9 구,192747.8864,550644.3253
894,성산모터스,478-9 구,192554.7797,550603.5424
895,망원정사거리,391-37구,191591.6617,550292.3427
896,하모니마트,394-30구,191743.0821,550347.1488
897,신수동사거리,380-2도,194189.1215,549508.0065
898,마포노인종합복지관,437-5도,193985.6532,549976.3359
899,하중동사거리,329-3도,193874.115,549560.9917
900,성원초교,35-38도,191557.0686,551996.672
901,상암초교,1608 공,190494.3384,553070.1797
902,성서초교입구,산 11-58 공,192276.7104,551046.3717
903,중암교,9016천,191205.3194,552533.6914
904,상장회사회관,85-2대,195103.5384,549510.9191
905,마포태영상가,51 학,194951.547,549604.443
906,홍익산부인과,12-2도,192934.8568,549817.7451
907,당인리발전소,402도,192787.5352,549824.1746
908,망원초교,350-8도,191402.1375,551168.5812
910,상암휴먼시아아파트,1445-1 도,190792.3446,552855.1974
911,신북초교,59-2도,191545.0066,552427.1154
912,홍익병원,951-1도,187977.2522,547826.0078
914,대흥치안센터,3-63도,195222.8316,550434.2296
915,신공덕삼성아파트,2-44대,196087.0785,549147.1398
909,하나은행망원,423-7도,191557.6373,550863.436
916,서교천주교회,349도,193666.7687,550459.5127
917,마포구치매지원센터,22-153전,195042.8363,550066.4535
918,신수동성원아파트,85-26철,194437.0006,549757.891
919,용강동,7-14도,195019.9434,549249.9328
920,염리초교(경보),446-5대,195300.4114,549212.9204
921,엠팰리스웨딩홀,45-15도,194860.1681,549071.581
922,용강동주민센터,660대,194767.4143,549149.9312
923,성산대교북단(경보),390-1 잡,190843.5589,551183.8231
924,마포소방서,68-12천,194077.9022,550050.4973
925,서교동,201-16대,192930.0618,550506.2847
926,신덕성결교회,105-228대,196120.3165,549571.0944
927,망원교회,420-7구,191202.6156,550769.9607
928,망원지구대,397-5대,191348.2896,550498.0717
929,신수동서강빌딩,1-1학,194620.6477,549962.3808
930,월드컵경기장사거리,532-14잡,190602.3067,552023.1143
931,월드컵정문,산 53-1 공,190700.2848,552153.5693
932,망원역,245-19도,192066.426,550718.6181
933,평화의공원,665 도,190452.9643,551812.8111
934,아세아빌딩,,199201.6657,552775.3998
935,우리은행효자,,197514.5048,553174.6743
954,호텔피제이앞,77대,199728.795,551641.6962
955,을지KT앞,58-5대,200395.7328,551900.3707
956,남산적십자(연등)1,111도,198958.0345,551128.9888
957,중부수도사업소,208대,200214.7121,550404.0681
958,동국대학교앞,산6-5구,200406.6189,550771.7303
960,장충고개,200-99도,200725.0484,550945.3353
961,한국예술사관학교,24-8대,199130.6023,551184.1455
962,남산2호터널입구,산4-87도,200349.6876,550649.2884
963,우리은행장충지점,21-4도,200567.9681,551394.6437
964,엠버서더호텔,191-33대,200264.6007,551075.7353
7488,면목119안전센터,346-3대,207081.9134,552594.6453
966,월드컵파크3단지,1538-12잡,190119.1934,552618.1805
967,국방대삼거리,535대,189414.6667,553979.0815
968,월드컵파크7단지,455-5답,189584.2233,553754.7459
969,래미안마포웰스트림아파트,190대,194389.4231,549381.3226
970,봉화환승주차장,55-1대,208247.3441,557427.0032
971,태릉선수촌,산223-19임,209120.8126,559336.8008
972,국민대,산1-281임,199503.4941,556802.513
973,디지털미디어시티입구,1538-2잡,189973.4389,552743.5746
975,가락시장역,65도,210499.3491,543681.0323
977,서울세관,279-85 도,203124.858,546215.3049
978,등양초교앞(경보),709-1도,186241.0347,551785.2457
979,가양아파트,1481-3도,187338.3788,551561.4805
980,구남초교,215-14도,208236.5225,548632.1394
974,구룡터널,277 도,205195.321,541843.5908
4,기자촌,141-29전,193997.0344,559368.8699
5,연신초교삼거리,70-1도,193715.259,558391.1723
6,연신내역,487-8천,193059.3078,557701.6459
7495,위례24단지정문사거리(연등),472전,212535.7175,541778.2441
32,대조초교,531-8천,192725.9129,557077.1443
33,연신내로데오,487-2도,192889.2632,557539.8231
34,북한산힐스테이트7차(연등),319-14대,193203.9653,557505.6121
35,역촌시장,536-7도,192524.2888,556984.4709
36,역촌사거리,172-77도,192997.3032,556584.4557
37,역촌동주민센터,11-58대,192548.7693,556065.5599
38,KT&G,159-36도,193160.4255,555936.0349
39,역촌역,153-31도,193190.137,556303.9221
40,서부새생명약국,2-116도,192770.0112,556294.2828
41,한국환경산업기술원,633 대,194083.937,556662.4703
42,한국환경산업기술원(연등),635 대,194290.9351,556678.5082
43,신사오거리,36-33대,192558.7374,555510.2977
44,이마트은평점,31-4대,192835.2037,555637.4533
45,어린이교통공원,764대,205440.8396,560588.2014
46,길음역,1045대,202223.5917,556075.9526
47,녹번역,55도,194323.4407,555705.2215
48,회기역앞,346-99 종,204941.1181,554502.6807
49,시조사삼거리,67-7도,204746.6965,554300.4335
50,홍파초교,856도,203389.4473,554115.8324
51,대광고,119-1도,202042.5428,553198.437
52,신설동역,53-3 대,202050.956,552897.0027
53,용두공원,39-602대,203695.4252,552588.8582
54,연가교,530-6도,193063.8626,552520.5606
55,신답역,524-1도,204302.401,552257.12
56,양천향교역,1459대,185980.866,552113.6443
57,도선사거리,474-28도,203224.0455,551837.0379
58,굴레방다리,129-48대,196127.7907,550876.8619
59,신촌기차역입구,3-63도,194954.1162,550787.6185
60,약수역,369-2도,200941.0479,550587.3757
61,길동사거리,450-45도,212246.3024,548280.7372
62,화곡터널남단,662-7도,186357.6517,548230.8332
63,현대원효로센터,38-1 대,195925.7457,548079.7885
64,한양아파트앞,5도,194067.7292,546710.6381
65,신트리공원앞,574-1도,187257.5906,546031.0279
66,대방역,4890도,193404.6906,545904.3815
67,쌍용자동차서비스,563-17대,189605.3494,544589.6867
68,학여울역,65대,206181.7308,544118.2708
72,언남중정문,280-5대,204022.1081,541385.3735
74,신사동고개(연등),7-16도,192067.862,555500.3672
76,기독신학교,55-51대,192081.699,555817.8307
77,역촌초교후문입구,21-56대,192567.2817,555877.6854
69,대림삼거리,951-1도,191967.675,543663.7468
70,난곡사거리,513 도,192445.8626,542491.9
71,낙성대입구,1693-38도,196453.978,542119.2656
73,독산사거리,152-12도,190993.0318,541337.1853
79,역말사거리(연등)2,8-3학,192518.0609,556432.1962
80,응암역서측,83-67대,192465.4417,555482.3843
81,양광교회,15-178도,193704.1004,556547.8887
82,해군회관앞,4880도,193098.1745,544966.3818
83,미아역,194-1도,202312.1277,558516.1732
84,아리랑고개입구,966-1천,201176.3655,555988.9849
85,홍은사거리,226-8도,194825.2833,554664.1097
86,홍연2교,422-6도,193851.9834,553170.053
87,홍남교,318-7도,193474.1285,552919.7351
88,동대문구청,47-1도,203363.3218,552728.3764
89,동대문중,524-1도,204613.4989,552647.1857
90,답십리사거리,68-6대,205072.5582,552596.2901
91,황학사거리,16-26대,202076.2398,552039.0434
92,한양공고앞,226-4도,200972.6731,551702.8424
93,동곡삼거리,263-6도,206755.3755,551634.1172
94,신촌기차역(연등),60-11도,194893.0871,551069.2391
95,한양대앞,20-7도,203601.3724,550911.0332
96,홍익대앞,349도,193307.032,550373.8365
97,화양사거리,21-53도,205962.2807,549870.0227
98,대흥역,118-14도,194867.1069,549821.3757
99,신석초교,445-13도,194519.7643,549326.3194
100,선유중학교,51-1대,190752.9483,548158.7086
101,갤러리아압구정,496 도,203598.6653,547595.9942
103,도산공원,668-6 도,202990.4364,546896.3617
104,신정네거리역,889도,186958.4972,546860.732
105,여의도치안센터,7-1도,194258.7466,546460.0096
106,여의교북단,5도,193687.6949,546400.1907
107,대치사거리,1012-51 도,205185.3663,544849.1166
108,신대방삼거리역,466-61 도,193658.022,544473.005
109,썬프라자,909-3도,191890.753,544153.4797
110,한티역,1026-9 도,204677.4344,544093.394
111,대림우성2차아파트,745-4대,191151.6769,543936.6016
112,대치역,317-3 도,205590.7579,543895.4158
113,당곡사거리,1466-4천,193624.1507,543328.911
114,신대방역,502도,192338.747,543064.1356
115,신림역,1467-10도,193782.5522,542758.0135
120,흥인지문,,200797.1511,552420.5197
121,서울교통공사,956-33대,205120.6391,551487.1421
122,회현사거리,83-7대,198416.0165,551206.7391
123,군자교,611-20도,206515.1707,551101.4605
116,독산4동삼거리,193-32도,191415.623,541264.6015
117,녹천교서측,788-3천,204834.0571,560689.239
118,화랑대사거리,66-2도,207697.7842,557995.0079
119,혜화동로터리,,200109.5401,554003.9228
124,동교동삼거리,438대,193537.5585,551026.4477
125,도동삼거리,64-5도,197966.3695,550714.8725
126,신촌로터리,30-16도,194423.86,550624.3015
127,후암삼거리,1-3도,197920.3354,550424.1843
128,금남시장,576-1도,201912.4567,549851.6398
129,화양시장,346-42도,206229.1695,549835.9667
130,신월사거리,263도,184825.1696,548500.0452
131,당산중,11-37도,191670.0563,548060.8397
132,국회의사당,1대,192631.7575,547707.4025
133,마포대교남단,8-1도,193758.4989,547739.0136
134,두무개삼거리,139 도,200608.8962,547854.7995
135,신사역,87-1도,201725.0244,546291.0587
136,학동역,78-5 대,202718.2081,546058.082
137,잠실새내역,22-0 대,207562.6032,545798.6904
138,대림코오롱아파트(연등),274철,190630.4756,545344.3773
139,남부터미널,1748-39도,201439.7737,542841.3044
140,말미사거리,292-25도,190950.7159,540791.3147
141,신도봉사거리,637-48 도,203872.2853,563513.847
142,노원역,694-1도,205317.3091,561778.5198
143,당현2교,225-1천,206042.4544,561242.5719
144,신영동삼거리,42-1도,196626.8016,555998.7683
145,명지대사거리,50-3학,193049.4056,553126.9082
146,독립문역,1016도,196486.5953,552520.6664
147,흥인사거리,,201411.9966,552052.3724
148,신당역,162-1도,201431.8924,551759.25
149,답십리역,127도,204833.4539,551757.1991
150,김포공항입구,624-2잡,182960.7499,551369.883
151,금호사거리,639 도,202277.6139,549836.0987
152,상수역,309-10도,193192.8578,549808.027
153,남영삼거리,1-6 대,197594.3606,549171.3164
154,화곡로입구,258도,184620.3979,548883.693
155,압구정역,421 도,202519.9273,547527.9702
156,영등포경찰서,10-1대,191412.5516,547406.5431
157,노량진삼거리,60-11도,194716.2847,546011.1434
158,논현역,280 도,201885.8161,545736.4423
159,신도림고가차도,237-16전,190976.6385,545088.8681
166,화계사,119-1도,201542.6004,559398.398
167,새절역,35-23도,192405.8351,554788.3061
168,영휘원앞,819도,203805.0681,554130.1853
169,홍제삼거리,161-1 도,195314.8696,554074.626
2872,광영여고,258도,184452.5786,548873.8576
160,역삼역,800-56 도,203263.531,544596.1084
162,대림사거리,699도,191719.7172,543273.5578
163,양재역,958-2 도,203008.0727,542789.7765
164,노원교,637-55 도,204377.4015,564410.6616
165,대진여고,514-6도,205850.9362,560732.4477
170,양지사거리,590도,202658.6115,551916.6817
172,기업은행신수,65-4도,194105.931,550346.8855
173,합정역,402도,192344.6337,549973.2428
174,나이아가라호텔,284-81도,189291.7918,549911.6338
175,양평동사거리,294-1도,190969.7041,548498.1471
176,당산역,227-1도,191331.5182,548271.5638
177,한남오거리,810 대,200672.4139,548213.736
178,화곡사거리,661-1도,186512.6507,547913.431
179,남부교육청앞,94-33도,191994.6581,547305.0564
180,양강중,889도,186820.523,547185.5072
181,KBS,2-9도,192587.735,547094.0086
182,여의도역,3도,193298.0604,546909.3385
183,휘문고교,1012-48 도,205760.3088,545085.9082
184,도성초교사거리,1011-19 도,204497.097,544567.0104
185,대림3동사거리,698도,190955.2604,544501.2478
186,신길주유소,425-2도,191913.1658,544434.7659
187,대방천사거리,,192946.7602,544340.9179
188,양재전화국,207-1도,203656.2199,542902.1643
189,화랑대역,261-1도,207456.9204,557875.0726
190,길음교(경보),26-2도,201950.8894,555795.2669
191,안암오거리,104-72도,202607.4488,553682.6635
192,한국은행앞,1대,198342.1336,551378.9826
193,연세대,134 학,194422.3522,551170.3087
194,아현교차로,409대,196403.7828,550840.6109
195,창천동삼거리,191도,193968.1381,550821.7865
196,화곡역,1089-54도,185894.427,549138.7811
197,여의도선착장,85-1천,194272.2296,547265.2618
198,강남을지병원,668-6 도,202485.5862,546692.7589
199,대한지적공사,4도,193496.4078,546654.9077
200,신길삼거리,65-2도,192826.1764,546084.1173
212,동명베스트아파트,643-0 대,193349.0747,557121.1814
215,불광역,276-14천,193774.7603,556822.08
229,불광지구대삼거리,423-7도,193490.7012,557981.7158
230,불광중,산11-1임,193936.891,558082.471
231,대조초교(연등),531-7천,192738.4621,557187.9236
232,동명여고,286-22 도,193474.6637,557251.6395
227,불광지구대삼거리(연등),106-1도,193602.8422,558174.4736
233,대호아파트(연등),11-8대,194018.2895,557182.2115
234,예일여고,8-10구,192583.0561,556621.0658
235,대조마을마당,212-1학,192849.8171,556739.6888
236,대조불광시장,115-4 천,193537.7666,556604.0666
238,서울혁신파크,602-9대,193939.8624,556584.1782
239,불광역(연등),265-1도,193696.608,556936.237
242,불광초교(연등)2,243-15대,193922.0342,556925.9488
243,북한산래미안,산42-1임,194637.1111,556778.7153
244,역말사거리,8-18도,192528.6043,556256.7381
245,구산역,1-21구,192693.0897,556858.4258
246,동명여고(연등),257도,193558.6598,557137.2343
247,연천초교,105-5대,193697.9071,557959.6009
248,은평경찰서,70-1도,193764.01,558703.6937
249,서울문화고교,726-161 도,204113.4442,562564.455
250,망우역,160-2도,208192.1549,555404.4246
251,면목2동,290-4천,207056.6152,554124.5374
252,배봉초교,95-1대,206043.927,553237.0541
253,탑골공원,67-2도,198909.8839,552451.1634
254,마장역,804도,203687.0114,551770.2372
255,가양역,14-84도,187202.5547,551292.1636
256,발산역,1454-8도,185706.6844,551016.4776
257,무학여고앞,318-1 도,203003.8321,550999.2911
258,용산전자상가,51-1대,196728.2726,548199.1623
259,방송회관,924-2도,188680.2023,547445.9514
260,영동대교남단,77-4 도,204803.4547,547284.3895
261,문래역사거리,30-1도,190720.2914,546619.3435
262,영등포R,94-151대,192252.6415,546553.7786
263,선정릉역사거리,111-157 도,203877.3616,545646.4867
264,오류동삼거리(연등),313-1구,185861.1969,543890.6118
265,우신중고교입구,산1-5임,184702.9458,543760.4005
266,박미삼거리,1000-92도,191413.8918,538783.9624
267,북한산힐스테이트7차,329-31대,193350.278,557359.4097
268,도봉산역삼거리,4-1 공,204039.9944,565304.8644
269,우이동(경보),207-5도,201061.5458,562727.4335
270,방학사거리,726-149 도,203744.5567,562577.8943
271,은행사거리,391도,206771.6512,561229.0252
272,이문동삼거리,330-33대,205479.6698,555935.7985
273,망우사거리,534-5도,208867.4254,555593.5
274,외국어대,262-7대,205323.5016,555211.276
275,서대문구청앞,266-7도,194362.0443,553588.933
277,을지로5가,5-1도,200200.1189,551925.8785
278,응봉사거리,116-16도,203033.8475,550559.353
279,뚝섬역,656-1835대,203932.2023,549843.918
280,효창공원앞역,74-6도,196586.5332,548866.5162
276,장안지하차도,727-640천,206704.0235,553402.9425
281,삼각지역,97도,197703.2526,548463.9493
282,이태원역,119-23도,199459.9079,548330.74
283,의원회관,8-1도,192359.4317,547495.7497
284,목동역,940 대,188007.5029,547413.0182
285,동작전화국입구,48-3도,193971.0274,545973.4243
286,방이사거리,3도,209921.4753,545654.3056
287,도림사거리,144-92대,191280.7449,545257.9697
288,은마아파트입구,973-13 대,205385.0473,544381.7811
289,오류역입구(연등),320도,186161.8783,544058.8041
290,강남세브란스,807-21 도,204130.9759,543860.9155
291,우성아파트앞사거리,858-1 도,202651.4618,543731.0722
292,시스폴사거리,871-14도,199081.1836,543000.5015
293,우면삼거리,1748-46도,201600.4732,542527.748
294,도봉역,637-28 도,204011.8866,564550.4336
295,방학역앞,639 철,203849.9208,563342.1128
296,장위사거리,45-17체,205360.3026,557030.5037
297,미아사거리,14-2도,202684.8982,556610.8042
298,상월곡역(연등)2,35-9도,204222.3386,556274.9286
299,우림시장,364-24 종,208840.9345,555108.4546
300,성북구청입구,1-1도,201167.3781,554696.0286
301,겸재삼거리,49-46도,208601.5777,554557.3344
302,삼육서울병원앞,168-82대,205507.9811,554512.1554
303,응암오거리,604-3도,192687.8071,554507.7521
304,떡전교사거리,620-67도,204547.048,554015.7505
305,보문역,91-1도,201711.9042,553973.3912
306,명지대삼거리,422-1도,193536.9181,553558.7824
307,용곡삼거리,298-1도,207603.6531,552149.4118
308,을지로3가,,199347.7687,551872.2346
309,외발산사거리,289-44도,183791.9995,550275.3254
311,마포세무서앞,325-71도,194765.4236,549680.3127
312,이태원입구,1-1도,198950.5545,548287.3542
313,영등포전화국,59-1대,191641.6129,547344.5794
314,오목교역,451구,189042.2821,547220.7115
315,영등포청과시장,0-6 가,191251.3952,546792.6073
316,올림픽회관,26도,210099.8365,546739.8856
317,윤중초교입구,3-9도,192988.9907,546665.2419
318,문래고가밑,54 대,190915.4678,545963.9788
319,방이삼거리,34도,209560.3498,545840.2335
320,올림픽선수촌아파트,3-6도,211853.4903,545546.0672
321,백제고분,17도,210317.9151,545373.0666
322,방배삼호아파트,808도,198856.0109,544311.8332
323,매봉역,179-1도,204013.9492,542987.7965
325,염곡사거리,238-1도,203805.1885,540692.7512
326,월계2교,311-42 천,204382.6958,558287.8139
324,예술의전당,1748-51도,201159.4435,542355.9589
327,북서울꿈의숲동문,산28-10임,203948.5664,557778.0909
328,경원한의원,656-2도,206935.1487,557679.0629
329,월릉교,19도,206187.5532,557365.1124
330,인왕아파트,459대,195473.7028,553888.9901
331,북가좌사거리,359-16도,192337.8133,553659.3778
332,장안동삼거리,49-155대,206378.8119,553257.5631
333,이화사거리,,200195.4566,552960.5992
334,방화사거리,568-4도,183343.2965,552671.2931
335,무교동사거리,,198168.8084,552160.5563
336,연희삼거리,85-11대,194018.5613,552116.1114
337,사천교,124-248대,192740.455,552028.8077
338,용마사거리,272-17도,207272.2034,551423.6926
339,왕십리역,192-40도,203132.3562,551284.2608
340,이대역,3-63도,195217.7855,550806.3425
341,용산고교,1-1591도,198098.394,549602.0424
342,북한남삼거리,726-333대,200201.9786,549162.8852
343,남영역,85-3대,197418.2944,549130.7795
344,영동대교북단,231-24도,205408.3344,548634.0808
345,원효로2가,5-19대,196609.4011,548429.5527
346,영등포구청,34-1도,190908.3651,547594.686
347,원효대교남단,8-4도,194501.9988,547048.7069
348,영등포시장,53-2도,191588.0181,546726.1465
349,영등포역,440-10도,191740.6832,546324.2642
350,우신초교앞,0-11 가,192073.7235,545689.4797
351,오륜사거리,452-17도,212351.0542,545294.674
352,강남터미널고가밑,74-2대,200098.0554,545058.7962
353,이화아파트,1285 대,190529.2561,543464.1865
354,뱅뱅사거리,958-2 도,202796.8748,543344.7664
355,내방역,874-16도,199437.0052,543138.2893
356,은천로입구,976-9천,194254.1375,542990.4281
357,은천삼거리,793도,196124.1358,542911.1256
358,번동사거리,386-17도,202986.1675,559540.9446
359,공릉검문소,98-3도,207806.7387,558055.799
360,먹골역,164-4 대,206837.2793,556966.2534
7477,봉래초교,200대,196776.1799,550682.1163
362,용두동사거리,237-10도,202690.6319,553134.5142
363,원남동사거리,,199766.2285,552926.7163
364,북가좌삼거리,398대,191697.808,552753.5287
366,장안동사거리,469-15도,206332.8286,552536.8179
367,을지로4가,,199834.8586,551901.3709
368,동대문역사문화공원,18-196도,200687.7787,551832.7089
369,을지로1가,70-1도,198470.669,551832.0903
370,연희IC,209-2도,193764.7776,551707.4368
373,장한평역,472-2도,205709.4859,551330.2219
374,염천교,199-3도,197472.0225,551120.451
371,오장동사거리,148-21도,200216.0778,551677.4117
372,명보사거리,217대,199369.4924,551649.6429
375,망원우체국,252-7도,191898.6269,550951.3381
377,숙대입구역,16-7도,197526.0412,549511.1554
378,금옥초교,1202-1 도,201504.3395,549514.8672
379,올림픽대교북단,572-1도,208470.3052,549076.4913
380,용산역앞,218-1도,196930.2328,547439.5373
381,올림픽대교남단,460도,210394.8649,547361.4248
382,MBC앞,3도,193680.3626,547207.9999
383,영등포유통상가,30-1도,190769.3986,546887.1581
384,올림픽공원,17-20도,211316.6928,545821.2406
385,도림교,94-1도,190443.5511,545725.6625
386,오금교북단,330-8제,188723.43,545586.0643
387,대림성원아파트,263 천,190804.2989,544942.3342
388,오금동사거리,128-6도,212230.7352,544900.5191
389,이수교차로,86-13천,198675.3846,544477.208
390,방배역,912-14도,199792.8171,542447.0304
391,서울대입구역사거리,979-1도,195822.4931,542421.6238
392,사당역,588-45 대,198377.4645,541901.7778
393,우이초교앞,648대,201493.9275,560131.5778
394,강북구보건소,612-3천,203419.5253,559252.9257
395,종암사거리,104-134 천,202841.053,555982.9589
396,세종대왕기념관,산1-199임,203752.1864,554647.164
397,방화사거리(연등),811-25도,183227.232,552645.8503
398,을지로2가,,198899.9776,551847.069
399,용산보건소,25-7도,197025.1103,548721.902
400,목동사거리,939-2도,187956.2888,548109.7106
420,은평스카이뷰자이103동,산67임,192848.5405,559443.678
422,연신종로약국,400-4학,193366.2111,557898.2202
423,독바위역,13-6도,194056.5581,557712.4175
424,갈현우남아파트,산131-1임,191758.3735,557528.4208
425,선진종점,522-30대,192064.9881,557194.7194
426,선정중고입구,317-3도,191928.237,557324.9846
427,북한산래미안(연등),산42-1임,194831.5208,556806.4634
428,시립서북병원,24-49도,192099.3423,556215.4473
429,서부중앙교회,110-11대,192843.8162,555578.9171
430,노해근린공원,421-1천,206139.1757,561065.0134
431,노원구민의전당,509대,205910.4202,559904.8872
432,은평구청입구,84-14도,193564.8493,555769.6342
433,창덕궁,139-4도,199126.0637,553101.7681
434,장평교,718-1답,207073.6357,552465.4284
435,가좌삼거리,266-9도,192305.8899,552305.1401
436,청계5가,,200181.5877,552218.2682
438,청계3가,,199326.4011,552111.6384
439,성동고교,194대,202087.6228,551735.76
437,청계4가,,199817.8309,552169.0204
440,마포구청역,산4-8임,191511.6846,551500.4917
441,상수도사업본부,347도,197127.9901,551330.5044
442,청구역,295-2도,201216.3602,551192.1256
443,충정로역,398-5도,196637.7658,551083.1521
444,서교동사거리,427도,192774.8779,550358.1972
445,승림빌딩(경보),289-36구,205060.9559,549484.4905
446,공덕오거리,237-9도,195670.2026,549382.3976
447,잠실대교북단사거리,722도,207547.2728,548111.1364
448,서하남IC입구,229-2임,212716.776,546406.6089
449,중앙대병원입구,331천,196726.1654,545573.2379
450,서부트럭터미널,735-5도,186111.6747,545534.539
451,고속터미널,103 도,200798.0072,545328.9854
452,장승배기,368-1도,194641.2908,545062.6976
453,선릉역,802-41 도,204330.7773,545007.44
454,거리공원오거리,70-2천,190552.4028,544239.3937
455,거여동사거리,156-1도,212325.5274,544030.5886
456,삼성서울병원앞,702-7 도,207235.8657,543259.8316
457,관악구청,1693-29도,195782.3275,542142.0318
458,본서부병원,159-28대,193137.182,555656.0337
459,신한은행갈현,500대,192923.8989,558196.2718
460,서부경찰서,17-22대,193037.2868,555924.5224
461,역촌사거리(연등),16-33도,193099.1445,556435.1291
462,서부경찰서(연등)2,27-17대,192988.0346,555799.7018
463,국립419민주묘지,산63-56임,200922.777,560856.3084
464,수유역,177-42대,202260.0219,559819.4093
465,태릉입구역,678-1도,206678.3566,557563.7147
466,상봉역,200-37대,207550.5528,555198.8534
467,서울체육회,211-5도,206422.5123,554837.579
468,중랑교,42-4 구,205936.583,554668.9763
469,중랑전화국,290-2천,207074.9947,554642.5326
470,전농1동,666도,204201.794,552942.861
472,서대문역,6-3도,197055.5115,551812.2167
473,경성고교입구,209-4도,192604.3486,551200.0319
474,홍대입구역,427도,193064.9035,550633.1099
475,서울역,25대,197569.4294,550846.9252
476,서울가든호텔,169-12철,195422.751,549087.645
477,자양사거리,204-2구,207385.5298,548565.5975
478,서빙고역,235-5도,199179.3507,546769.4988
479,잠실나루역,15도,209272.352,546576.4388
