Intersection ID,East,West,South,North,Northeast,Southeast,Southwest,Northwest,?????????,?????•Ë??,X???,Y???
1283,,,,,,183.0,,,1283,??????????(????)2,37.48698733,126.9456182
200,,,,,1303.0,783.0,153.0,193.0,200,??????,37.51420795,126.91885613
199,,,,,79.0,989.0,,79.0,199,????????????,37.51935575,126.92643213
3140,,,,,119.0,79.0,119.0,769.0,3140,????(??),37.58514648,126.9229956
1307,,,,,,,,27.0,1307,????????????,37.47960979,126.96376689
569,,,,,40.0,920.0,40.0,,569,???7??,37.57003307,127.01587468
198,,,,,285.0,,,1135.0,198,????????????,37.51971636,127.02811679
1284,,,,,,911.0,,,1284,??????????,37.48689145,126.9448898
3788,,,,,383.0,903.0,383.0,,3788,???????,37.51164599,126.85007507
3786,,,,,351.0,901.0,351.0,901.0,3786,???•È??????,37.57103757,127.00375662
3762,,,,,,,,261.0,3762,?????????(??),37.61272011,127.04891177
3887,,243.0,,243.0,,,,,3887,???????,37.63434202,127.0718857
3818,,,,,915.0,355.0,915.0,,3818,??????????,37.51963415,126.85991347
3787,,,,,147.0,887.0,147.0,887.0,3787,?????????????????,37.57267295,127.00779434
3766,,,,,,,,9.0,3766,?À≠???(??),37.6084248,127.04730688
3765,,,,,,135.0,,,3765,???????????,37.60776513,127.04732337
3763,,,,,363.0,1003.0,,,3763,???????(??),37.61514413,127.05494507
3764,,,,,,,,31.0,3764,????©™?,37.66549433,127.07580223
3824,,,,,,269.0,,,3824,?????,37.53771836,126.88654951
3986,799.0,1269.0,,,,129.0,,129.0,3986,??????¨“???????,37.62891191,127.07134186
3985,,36001.0,,,,,,,3985,??????,37.64327042,127.06367024
631,,36001.0,,,,,,,631,?????????,37.45719599,126.8996044
2969,,509.0,,,,,,,2969,????3??,37.63717541,127.03664877
2978,,,,,,,,,2978,????????,37.56730042,126.8508627
2985,,36001.0,,,,,,,2985,???????,37.55899892,126.84519167
2963,36001.0,,,36001.0,,,,,2963,???????(????),37.64688503,127.04165791
2960,,36001.0,36001.0,,,,,,2960,?????????(????),37.65637123,127.04036443
2908,,,36001.0,36001.0,36001.0,,36001.0,,2908,???SK??????????,37.54020574,126.84150825
2958,,,,,1.0,,,,2958,??????,37.65175707,127.04158556
3984,36001.0,36001.0,36001.0,36001.0,,,,,3984,?????????,37.64358502,127.06478084
2968,36001.0,36001.0,36001.0,36001.0,,,,,2968,???????????,37.64115595,127.02521043
449,36001.0,,,,,,,,449,???ï˚?????,37.50962697,126.96297157
2989,,,233.0,,1123.0,253.0,1123.0,173.0,2989,??????,37.55956849,126.85006476
3983,,,36001.0,,,,,,3983,??????(????)2,37.62608183,127.07410984
1207,,,,36001.0,,,,,1207,??????¨“?(??),37.59281023,126.93460959
4822,,,,,,36001.0,,,4822,???????????(??),37.47707173,127.05567287
492,,,,,,36001.0,36001.0,,492,???????,37.60453757,127.01167624
653,,,,,,36001.0,36001.0,36001.0,653,?????ìô????,37.52917569,127.0337776
3000,,,36001.0,36001.0,36001.0,,36001.0,,3000,??????¨“?,37.57626778,126.80919437
2999,,36001.0,,,,,,,2999,???503????,37.57621886,126.81146366
1375,36001.0,,,,,,,,1375,????????,37.48648945,126.92297319
3054,36001.0,36001.0,36001.0,36001.0,,,,,3054,???????(????),37.58327062,126.90634612
109,36001.0,,36001.0,36001.0,,,,,109,????????,37.49680508,126.90829675
3010,36001.0,,,,,,,,3010,???????,37.56360728,126.81055185
3006,36001.0,36001.0,36001.0,36001.0,,,,,3006,?????????,37.57925098,126.81068959
3980,36001.0,36001.0,36001.0,36001.0,,,,,3980,????????????(????),37.62349469,127.07370042
3981,,36001.0,,,,,,,3981,??????????(????),37.62103776,127.07452552
3982,36001.0,36001.0,,36001.0,,,,,3982,??????????,37.61995139,127.07487906
79,,,,,,,,279.0,79,????????(????)2,37.60744127,126.91526548
81,,,,,655.0,,,,81,?ÙŸ???,37.60849252,126.92869662
302,,,,,,36001.0,,,302,????????????,37.59015582,127.06236461
369,36001.0,36001.0,,,,,,,369,??????1??,37.56602379,126.9826896
3840,,,36001.0,36001.0,,,,,3840,??????????,37.52827092,126.87035939
1446,,,,,,36001.0,36001.0,,1446,?®˘??????(????),37.49088122,126.82753776
2203,,,36001.0,36001.0,,,,,2203,?©™????????2??,37.52400145,127.12797971
35,36001.0,,,,,,,,35,???????,37.61241725,126.91533037
49,36001.0,,36001.0,36001.0,,,,,49,?????????,37.58825246,127.05374352
2979,,36001.0,,,,,,,2979,??????(????)2,37.56867279,126.84930542
2955,,,,36001.0,36001.0,,36001.0,,2955,?????????,37.65943847,127.04111641
2952,,,,,,,,36001.0,2952,???¨·?,37.66704687,127.04318682
2950,,36001.0,36001.0,,,,,,2950,????????,37.67749344,127.04496539
3018,,,,36001.0,,,,,3018,???????,37.53104922,126.85282449
3361,,,,36001.0,,,,,3361,????????????,37.59749234,127.06086583
1123,36001.0,36001.0,36001.0,36001.0,,,,,1123,??????©¶???????,37.5009325,127.02230617
3024,,,,36001.0,,,,,3024,?????????,37.55496394,126.81694505
3050,,,,36001.0,,,,,3050,?????????,37.60241838,126.92645377
1460,237.0,,537.0,,,,,,1460,????3?????????,37.48828633,126.88956275
3008,,,,36001.0,,,,,3008,?????,37.57862266,126.81323354
4042,,,,36001.0,,,,,4042,???8????,37.64757855,127.07426046
4973,,,36001.0,,,,,,4973,?????????(??)1,37.55336906,127.02052675
2975,,,36001.0,,,,,,2975,????3????(????)1,37.56601472,126.85241667
2974,,,36001.0,,,,,,2974,????3????,37.56512982,126.85367321
2972,,,,36001.0,,,,,2972,????3????(????)3,37.56419517,126.8554411
3303,,,,36001.0,,,,,3303,?????????,37.59150359,127.07305113
3001,36001.0,36001.0,36001.0,,,,,,3001,???????????,37.57616584,126.81336576
235,36001.0,36001.0,36001.0,,,,,,235,????????????,37.61021438,126.91901968
2573,,,,36001.0,,,,,2573,????•‰?????,37.53465206,126.89675187
160,,,36001.0,,,,,,160,????,37.50082302,127.03690755
3476,,,,36001.0,,,,,3476,???•·????????(????),37.57838637,127.05725205
655,,,,,,36001.0,,,655,?????????,37.50388526,126.97563823
3031,,,,,,36001.0,,,3031,????????????????,37.5509008,126.81425339
2961,36001.0,,36001.0,36001.0,,,36001.0,,2961,?1????•Ï???,37.64808977,127.04379332
2949,36001.0,36001.0,36001.0,36001.0,,,,,2949,???????????,37.68352459,127.04600118
2948,,36001.0,,,,,,,2948,?????Ög,37.68902035,127.04556574
2947,36001.0,36001.0,36001.0,36001.0,,36001.0,,,2947,?????????,37.69048508,127.04535689
2971,1244.0,14.0,1864.0,684.0,,,,,2971,???????(????)1,37.5626222,126.85834809
2982,,1099.0,,,,,,,2982,??????,37.56960292,126.84679138
2983,847.0,1547.0,107.0,107.0,,,,,2983,???2????(????)1,37.57027513,126.8443845
3003,,36001.0,,36001.0,,,,,3003,?????????,37.57613544,126.81680149
2410,,466.0,,,,,,,2410,???????,37.53346099,127.08477682
2215,,,,,,,,,2215,???????????,37.53529565,127.13430849
3032,,36001.0,36001.0,36001.0,,,,,3032,????????,37.55267978,126.85327662
2951,36001.0,,36001.0,36001.0,,,36001.0,,2951,??????????????,37.6743221,127.04440977
3023,,36001.0,,,,,,,3023,?????????,37.56495459,126.84547445
3022,145.0,145.0,605.0,605.0,,,,,3022,?????????,37.56501055,126.84033391
3046,36001.0,,,,,,,,3046,???¢Ø?,37.56911739,126.91522863
2214,36001.0,36001.0,,,,36001.0,,36001.0,2214,?????????????,37.54126108,127.12436514
2216,,,,,36001.0,,,,2216,?¯™???ï˚??,37.53514594,127.13899534
3004,36001.0,,,,,,,,3004,???3??????,37.57603901,126.81816643
3002,36001.0,36001.0,36001.0,36001.0,,,,,3002,???????????(????),37.57616383,126.81402661
3199,36001.0,36001.0,36001.0,36001.0,,,,,3199,????????(????)2,37.58890813,127.08989635
4911,,,,,36001.0,,,,4911,?œΩ???????(????)1,37.58011345,126.98504459
2290,,,,,,36001.0,36001.0,,2290,??????????,37.53098002,127.13747402
2212,36001.0,36001.0,36001.0,36001.0,,,,,2212,???,37.5501354,127.12755173
3011,,36001.0,36001.0,36001.0,,,,,3011,??????????,37.56546345,126.8118466
3021,36001.0,36001.0,,,,36001.0,,36001.0,3021,???ïõ?????,37.5344684,126.83806339
2417,,36001.0,,,,,,,2417,?????Ög,37.55142639,127.08991419
2953,36001.0,36001.0,36001.0,36001.0,,,,,2953,??????°¿???,37.66459692,127.04275195
2988,,,,,36001.0,36001.0,36001.0,36001.0,2988,????8??????,37.56224134,126.85107464
2987,,36001.0,,,,,,,2987,?ïõ?????????,37.56355945,126.84829301
2954,,,15.0,15.0,795.0,,795.0,,2954,???¨“?????,37.66161279,127.04222887
2946,36001.0,36001.0,36001.0,36001.0,,,,,2946,???????,37.56161874,126.86012934
2965,,36001.0,,,,,,,2965,??????????,37.64651266,127.03345726
2967,36001.0,,36001.0,36001.0,,,36001.0,,2967,????3???????,37.64098582,127.02884064
3876,,36001.0,,,,,,,3876,????????,37.6393868,127.06929571
2219,36001.0,36001.0,36001.0,36001.0,,,,,2219,?¯™???(????)1,37.53790948,127.14001388
2219,36001.0,36001.0,36001.0,36001.0,,,,,2219,?¯™???(????)1,37.53790948,127.14001388
173,,36001.0,,,,,,,173,??????,37.54924511,126.91336884
2981,,,,,36001.0,,,,2981,???2????,37.57002569,126.84527757
2984,36001.0,36001.0,,,,36001.0,,36001.0,2984,???2????(????)2,37.57063857,126.8429962
2956,36001.0,36001.0,36001.0,36001.0,,,,,2956,???????????,37.65429574,127.03808013
3020,,36001.0,,36001.0,,,,,3020,??????????,37.55442422,126.81914631
3019,36001.0,36001.0,36001.0,36001.0,,,,,3019,???•Í???(????),37.53186771,126.85911012
176,36001.0,,,,,,,,176,??Ög,37.53390405,126.90192412
3053,1243.0,,,,,,,,3053,??????,37.58518412,126.92326482
2217,36001.0,36001.0,36001.0,36001.0,,,,,2217,??????????????,37.53680146,127.13503907
2287,,36001.0,,,,,,,2287,???????????,37.55471052,127.14892822
2287,,36001.0,,,,,,,2287,???????????,37.55471052,127.14892822
3211,36001.0,36001.0,36001.0,36001.0,,,,,3211,?????,37.58464064,127.08842137
2207,36001.0,36001.0,36001.0,36001.0,,,,,2207,?????????,37.52560219,127.13544699
3052,36001.0,36001.0,,,,,,,3052,??????????,37.58413578,126.92437259
3051,36001.0,36001.0,,,,,,,3051,?????????(????),37.58028471,126.92813234
3007,36001.0,36001.0,36001.0,36001.0,,,,,3007,????????,37.57998925,126.81374076
175,36001.0,,,,,,,,175,???????,37.53594209,126.89782775
329,,,36001.0,,,,,,329,??????,37.61585635,127.07008323
800,36001.0,36001.0,36001.0,,,,,,800,?????????5??(????),37.55631102,126.94049711
1850,715.0,,415.0,415.0,,,,,1850,??????,37.51145241,127.06177726
2691,569.0,569.0,,,,,,,2691,?????????,37.54264576,126.9922649
1619,,,,,,,,291.0,1619,????,37.49579121,126.90845526
1537,,,,,233.0,133.0,233.0,133.0,1537,???????(????),37.50606813,126.85820731
929,,,,,,,,36001.0,929,?????????????,37.54916334,126.93912518
1574,,,773.0,,,,,,1574,????????????,37.4916736,126.8559611
3180,30.0,30.0,,,,,,1310.0,3180,???????¨“?,37.58916339,127.07353088
1814,,,,165.0,,,,,1814,????2??????,37.50043762,127.04376567
1818,,,173.0,,,,,,1818,??????(????)1,37.52167177,127.03962012
1839,233.0,233.0,,,,,,,1839,????????107??,37.48987821,126.95353064
1863,189.0,189.0,899.0,899.0,,,,,1863,???????,37.48105597,127.05374051
1620,,,65.0,,,,,,1620,????????(????),37.49789166,126.90818731
1819,505.0,505.0,405.0,405.0,,,,,1819,??????,37.52064379,127.04001777
1817,219.0,219.0,219.0,219.0,,,,,1817,??????,37.5246492,127.03958055
1821,853.0,853.0,313.0,313.0,,,,,1821,?????????(????),37.51614729,127.04165771
1812,,,69.0,1219.0,779.0,,69.0,,1812,??????,37.48594779,126.94694592
1865,,,36001.0,36001.0,36001.0,,36001.0,,1865,????????????????,37.4787632,127.04748126
4762,811.0,,1.0,,,,,,4762,???????(??),37.50342557,127.1161306
4760,,,875.0,,,,,,4760,??????????(????)1,37.51109868,127.10701465
4761,,,181.0,,,,,,4761,????2???£⁄A(??),37.50495916,127.12029199
4763,,,13.0,,,,,,4763,????????,37.50837722,127.13048616
1816,,,795.0,,,,,,1816,???????????(????)2,37.49552552,127.04608993
157,,,,161.0,,,,,157,?ïX??????,37.51356321,126.94023585
1820,811.0,811.0,361.0,311.0,,,,,1820,??????(????)2,37.51924516,127.04051117
4765,,,277.0,,,,,,4765,???????(??),37.50798628,127.1367452
4764,,,119.0,,,,,,4764,??????????(??),37.50844355,127.14051907
2588,,109.0,,,,,,,2588,???????????,37.52406108,126.89625415
2697,,93.0,,,,,,,2697,"1,2??????",37.53475812,126.98075715
4552,,,153.0,,,,,,4552,??????????????,37.51909579,126.85339778
640,,,949.0,,,,,,640,??????????,37.49550969,126.95433207
151,325.0,325.0,245.0,1005.0,,,,,151,???????,37.54803841,127.02577397
2580,497.0,497.0,497.0,497.0,,,,,2580,????????,37.52260957,126.88778294
2428,,,,,1333.0,133.0,,,2428,????????,37.53788254,127.08906229
3457,,,,,1225.0,,,,3457,?????????,37.56693038,127.06222908
2308,,,,,,427.0,,,2308,????1????•Ï???,37.49037399,127.12411139
1867,,,,,,377.0,,,1867,????4??(??????),37.49986106,127.14165439
1830,573.0,573.0,573.0,573.0,,,,,1830,???2?????,37.52250399,127.04826842
156,,,,,,,123.0,,156,????????????,37.52611096,126.90285104
1851,435.0,,,,,,,,1851,??????????,37.49840041,127.06888795
1999,979.0,,299.0,539.0,,,,1439.0,1999,??????(????)2,37.4876298,127.10263932
3126,329.0,329.0,,239.0,,,,,3126,DMC????????????,37.57856415,126.92247652
1857,313.0,,,,,,,,1857,????5??,37.48907721,127.06600733
3225,,,,,,,,205.0,3225,?ïü??????,37.58298272,127.09353432
1813,,85.0,85.0,85.0,,,,,1813,??????(????),37.48488912,126.9467297
1815,,595.0,1505.0,,,,,,1815,?ØC??????,37.49665992,127.0455706
2262,,35.0,335.0,,,,,,2262,????????102????(????),37.55571575,127.15860885
1463,,,,,36001.0,36001.0,,,1463,?ïõ??,37.4922467,126.89571132
3068,,,,,,,499.0,,3068,?•Î??????,37.63482847,127.02551287
1826,,,571.0,571.0,1201.0,,1201.0,,1826,???????????,37.49878496,127.05170558
111,,,,36001.0,,,,,111,?ïõ?±p2???????,37.49484422,126.89994154
616,,529.0,529.0,529.0,,,,,616,??????????,37.5012788,126.98669772
3331,36001.0,,36001.0,36001.0,,,,,3331,?????(??),37.59973441,127.0814924
1864,,,35.0,35.0,,,,,1864,???????????,37.48317762,127.05260334
158,,,691.0,1281.0,,,,,158,??????,37.51110133,127.02132978
1854,,919.0,,,,,,,1854,??????????,37.49255998,127.07625495
917,889.0,889.0,889.0,889.0,,,,,917,?????????????????,37.5501034,126.94390212
1843,36001.0,,,,,,,,1843,???????¨“?,37.49228767,126.9489679
1611,,53.0,,,,,,,1611,?óµ???,37.50232898,126.90433225
1506,271.0,271.0,271.0,271.0,,,,,1506,??????,37.49900783,126.89605757
3558,,969.0,,,,,,,3558,?????????,37.59044954,127.01695077
4545,,,,,,,,,4545,??????,37.52740422,126.85604287
2872,773.0,,143.0,63.0,,,,,2872,????????,37.53924041,126.82408277
2875,36001.0,36001.0,36001.0,36001.0,,,,,2875,?????,37.56450876,126.8062399
2876,639.0,639.0,9.0,9.0,,,,,2876,?????????????,37.56769944,126.80521756
2884,33.0,,,,,133.0,,133.0,2884,????????????,37.55024106,126.87304101
2901,,,,,759.0,,,69.0,2901,????????(????)2,37.57339218,126.81557176
2878,263.0,193.0,1153.0,1223.0,,,,,2878,????????,37.57904398,126.79973887
1835,529.0,,169.0,169.0,,,,,1835,????????,37.5105879,127.05465019
2896,1440.0,1440.0,,,,250.0,,250.0,2896,?????????????,37.57293956,126.82636251
2905,,,,217.0,,,,,2905,????Ög(????)2,37.57213533,126.80744282
2907,,441.0,381.0,,,,,,2907,?????•Í??,37.53863578,126.84248793
2906,305.0,,755.0,,,,,,2906,??????(????),37.52960864,126.84793746
2904,,,,,,,,,2904,????Ög(????)1,37.57260139,126.80597576
3266,,380.0,,,,,,,3266,??????,37.5844478,127.08354288
2900,,,,,,,,,2900,????????,37.57334116,126.81674715
2899,,,,,,,,139.0,2899,????????(????)1,37.57336083,126.81810911
1929,,,36001.0,,,,,,1929,?????????,37.51798188,126.92429586
793,,,,,,,,36001.0,793,?????,37.59114517,126.91590659
2895,,36001.0,36001.0,,,,,,2895,????????????(??),37.57260486,126.83238407
2407,,,,,,,313.0,,2407,???????,37.54755638,127.08806688
2897,687.0,207.0,687.0,207.0,,,,,2897,??????????,37.5732598,126.82257269
2877,,,,27.0,,,,,2877,???119????????,37.57488927,126.80254475
2864,,,,,,,,,2864,?????????????????(??),37.58517863,126.88130105
2867,,,,,369.0,389.0,,,2867,?????,37.55796961,126.84459567
2823,,,,,36001.0,36001.0,36001.0,36001.0,2823,?????????,37.5310176,127.00610646
2829,,,,,131.0,201.0,,,2829,???????(??),37.52644033,126.99648963
3265,,,,,,919.0,,,3265,???????????,37.58301163,127.08393098
2910,200.0,,900.0,,,,,,2910,?????????,37.54626841,126.83643869
2879,219.0,219.0,279.0,279.0,,,,,2879,????ìô????,37.58086902,126.79846121
2865,503.0,503.0,93.0,93.0,,,,,2865,???????,37.56107808,126.8135461
2830,,,,,1217.0,,,717.0,2830,????ìô???(??),37.51857432,126.98344362
2889,1117.0,1117.0,,,,,,,2889,??????????????,37.55949766,126.85810313
2902,,,,,,183.0,,,2902,???1??????,37.57345278,126.81395378
2817,,,,,,,,479.0,2817,?????????(??),37.53978877,126.99166667
2886,,,,,,29.0,,,2886,?????????????,37.55509161,126.86573127
2885,,,71.0,71.0,1.0,,1.0,,2885,?£⁄??????????,37.5541745,126.86730434
4781,,,,397.0,,,,,4781,?????????,37.48085468,127.13317587
2912,,,,439.0,,,,,2912,????Ög(????),37.54947952,126.83634203
2871,1127.0,127.0,387.0,,,,,,2871,?????,37.54711228,126.87762427
3146,,,,,,,,549.0,3146,???????,37.60062217,127.10611182
2870,999.0,999.0,339.0,559.0,,,,,2870,?œΩ??,37.54755083,126.87110013
1921,,,,,,493.0,,,1921,??????????????(????)1,37.52325729,126.93276022
2869,,,217.0,217.0,967.0,,967.0,,2869,??????,37.55278798,126.86103874
2819,,,,,,485.0,,,2819,?????????????,37.53641095,127.01170475
2822,721.0,721.0,151.0,151.0,,,,,2822,?????????(????),37.53184069,127.00571593
2913,,,,36001.0,,,,,2913,??????????,37.55080223,126.8363575
3967,180.0,180.0,180.0,180.0,,,,,3967,????????,37.62576532,127.05201746
2866,,,111.0,111.0,,,,,2866,?????????,37.56076719,126.81653502
458,293.0,293.0,263.0,293.0,,,,,458,?????•Í???,37.60045295,126.92228443
2862,765.0,765.0,765.0,765.0,,,,,2862,??????7??????????(??),37.56141193,126.90171053
2696,,,,,,197.0,,,2696,????•Ô???,37.53472675,126.97890605
2903,,,,,,,,,2903,????Ög,37.57276301,126.80741756
4755,,,,360.0,,,,,4755,??????????,37.50098795,127.12388618
2117,,,,,277.0,857.0,207.0,1307.0,2117,?????,37.49303466,127.14438174
2638,237.0,,167.0,1017.0,,,,,2638,??????,37.5462573,126.97038574
734,,,,1117.0,,97.0,,,734,?????,37.58826072,126.97232851
2359,,36001.0,,36001.0,,,,,2359,?£⁄?????????,37.54331373,127.10229801
1971,,,36001.0,,,,,,1971,????????,37.4929126,127.01107683
2382,,,,,,1185.0,,,2382,??????,37.53815002,127.05761069
2582,,,,,,,36001.0,1143.0,2582,GS?????????,37.52107353,126.88975073
932,,,,,,36001.0,36001.0,36001.0,932,??????,37.55595857,126.91021247
1963,,,,,,25.0,,,1963,?????,37.51793677,126.88434411
2423,583.0,583.0,3.0,533.0,,,,,2423,???????????????,37.54325384,127.0604213
2374,127.0,127.0,57.0,,,,,,2374,????????????,37.53552415,127.09406109
3392,,,,69.0,,,,,3392,???????,37.56123083,127.07111775
1383,,,99.0,,,,,,1383,?????????????,37.4836982,126.90761643
910,,,1459.0,,,,,,910,??????©≠?????,37.57519719,126.89576637
2378,36001.0,36001.0,,,,36001.0,,36001.0,2378,???????,37.53145782,127.08251379
2340,,,36001.0,,,,,,2340,??????????,37.54726906,127.07417789
2326,,,36001.0,,,,,,2326,????,37.54575754,127.13955004
2352,,,36001.0,,,,,,2352,?¯™???,37.54419031,127.04956
2393,,,,111.0,991.0,291.0,991.0,291.0,2393,???1??????,37.56315936,127.07975707
2040,,,,,,,,,2040,??2??,37.50429186,127.07628297
2349,,,,,9.0,,9.0,1249.0,2349,???????,37.54181484,127.04427618
2342,,,,,,1223.0,,,2342,???ìô??????(????),37.53121437,127.08634339
2379,,309.0,,229.0,,,,,2379,????,37.53200687,127.07961694
186,,,,,,,,,186,?????????,37.49933968,126.90854711
1224,303.0,243.0,653.0,653.0,,,,,1224,??????????(????),37.48254253,126.94919844
1225,,,,600.0,,,,,1225,??????????(????)2,37.4826776,126.94782635
1226,57.0,,437.0,827.0,,,,,1226,??????????,37.48279779,126.94646353
1228,,91.0,36001.0,911.0,,,,,1228,??????????(????)1,37.4829676,126.94495837
1229,,,563.0,,,,,,1229,?????????,37.48308366,126.94377647
3930,,,609.0,,,,,,3930,???????(????),37.53937396,126.82718849
1230,,,607.0,,,,,,1230,???????(????)2,37.48315607,126.9430743
1069,267.0,267.0,867.0,867.0,,,,,1069,???????,37.51064715,127.01981022
2264,591.0,191.0,,,,191.0,,591.0,2264,?¯™??????????,37.53649517,127.14833117
2430,36001.0,36001.0,36001.0,36001.0,,,,,2430,?£⁄?????????(????)2,37.54387036,127.10316252
1168,,,,,103.0,,183.0,,1168,???????,37.55251048,126.95623678
645,,,,,141.0,,,141.0,645,?????????°¿???,37.57192974,127.04417591
2705,,,36001.0,36001.0,36001.0,,36001.0,,2705,????????,37.53829674,127.00158411
985,,,,,36001.0,36001.0,,36001.0,985,??????,37.55148995,127.04411333
858,,,,,36001.0,36001.0,36001.0,36001.0,858,???????????,37.55664706,126.97430128
648,,,,,,1247.0,,,648,????2??,37.56119046,126.98905093
643,,,,,125.0,,,,643,???•Â????¨’??????,37.48258609,126.90121021
644,,311.0,,,,,,,644,??ÓË,37.63596105,127.06821308
423,,,,,,23.0,,,423,????????,37.61898713,126.93267887
420,,,,,360.0,290.0,360.0,90.0,420,????????????103??,37.63457694,126.91897879
432,,,,,161.0,101.0,161.0,961.0,432,????????,37.60147957,126.92712639
430,,,,,,1080.0,,,430,??????????,37.64919223,127.06956635
429,36001.0,36001.0,,,36001.0,,36001.0,,429,?????????,37.5997559,126.91896307
427,,,,,,107.0,,,427,????ÇÈ???(????),37.61082928,126.94146324
425,,,,,,111.0,,,425,????????,37.61430771,126.91012608
426,,,,,,211.0,271.0,,426,??????????,37.6154802,126.90857577
424,,,,,219.0,1049.0,219.0,,424,?????´ï?????,37.61731162,126.90664953
672,,,,,,,163.0,,672,???????,37.57256466,126.99155072
673,,,471.0,,,471.0,471.0,,673,????,37.57566666,126.99063341
671,,,,,181.0,,,,671,?????,37.57057963,126.99537569
4789,,,,,,127.0,1047.0,,4789,???????103??(??),37.4912704,127.1456558
212,,,,,729.0,69.0,409.0,,212,????????????,37.61365533,126.92467062
215,251.0,,,,,201.0,,,215,?????,37.61096344,126.92949454
2479,,,,,,,402.0,,2479,?????????,37.55880738,127.07533659
748,1093.0,,,153.0,,,,,748,???????,37.56540917,126.90148722
467,1129.0,,,,,,,,467,????????,37.59308193,127.07272231
3148,,,,,773.0,,773.0,,3148,????????,37.60032958,127.11198992
1109,,,,,1057.0,127.0,1057.0,127.0,1109,???????????,37.4885037,127.02823373
3150,,,,,,,36001.0,,3150,??????,37.61422822,127.07677567
3149,,1003.0,,,,,,,3149,?ØC?????¢¨???????,37.61554546,127.07635992
1426,,821.0,,,,,,,1426,????????¨’?????(????),37.48063569,126.88335504
468,,,,,36001.0,36001.0,36001.0,36001.0,468,?????,37.59156609,127.06721876
3864,,,,,789.0,,,139.0,3864,???????,37.61830357,127.07376972
470,,,,,1013.0,223.0,93.0,153.0,470,????1??,37.57602347,127.04756619
1648,,,,,1099.0,289.0,879.0,,1648,?????©£???,37.5052457,126.94456112
1649,769.0,,,,,,,,1649,?ïõ???•Ï???,37.50482482,126.94624503
742,,,,,,,,20.0,742,???ï«???,37.5730568,126.93556529
2474,,,,,,877.0,337.0,877.0,2474,???????(????),37.56209695,127.07526218
2431,,,,,255.0,655.0,,,2431,?????????(????),37.54005323,127.0504232
2445,,,,,,569.0,329.0,,2445,????•Ó????105????,37.55829501,127.03875359
2415,,,,,387.0,417.0,,,2415,??•·??,37.55450623,127.08628345
1662,,,,,,,335.0,,1662,????????,37.50133421,126.9492296
2435,,,,,,370.0,,,2435,???????,37.53437744,127.07168003
3962,,,,,,,761.0,,3962,"???3,4????•Ï???",37.67211657,127.08286784
2458,,,709.0,709.0,,,,,2458,????????,37.54857831,127.08912313
2444,,,895.0,,,,,,2444,?????????????????,37.56426665,127.08340067
2500,,,,,,,,,2500,???119????????,37.55311866,127.00942761
2457,,,,,289.0,,,,2457,??????(????)2,37.55773251,127.08791424
2470,,,,,,761.0,,,2470,?????(????)2,37.56075527,127.08747398
2419,,,,,,29.0,769.0,,2419,?????????????,37.54948056,127.05610473
2408,,,,,,,67.0,,2408,??????????,37.54262637,127.08425459
2434,,,,,311.0,371.0,311.0,,2434,?????????,37.53480855,127.07011559
2443,,,,785.0,,,,,2443,????2??(????),37.53939052,127.06236678
3458,,,,,1421.0,461.0,1421.0,461.0,3458,??????,37.51214896,126.94021238
2456,,,,,180.0,,180.0,650.0,2456,??????(????)1,37.55864692,127.08777337
2464,,,,,547.0,27.0,67.0,,2464,?????ìô???,37.543996,127.03621407
